CNES - Recursos Humanos - Profissionais - Indivíduos - segundo CBO 2002 - Brasil
Quantidade por Município e Ocupações de Nível Superior
Período:Dez/2017
"Município";"Assistente Social";"Bioquímico/farmacêutico";"Cirurgião Geral";"Clínico Geral";"Enfermeiro";"Fisioterapeuta";"Fonoaudiólogo";"Gineco Obstetra";"Médico de Família";"Nutricionista";"Odontólogo";"Pediatra";"Psicólogo";"Psiquiatra";"Radiologista";"Sanitarista";"Outras especialidades médicas";"Outras ocupações de nível superior relac à Saúde";"Total"
"412215 Rio Bonito do Iguaçu";2;2;-;1;10;2;1;-;2;-;5;-;2;-;-;-;-;1;28
"412217 Rio Branco do Ivaí";1;2;-;2;4;-;-;-;1;1;3;-;2;-;-;-;-;1;17
"412220 Rio Branco do Sul";2;-;-;13;16;7;1;-;7;3;8;-;3;-;-;-;-;4;64
"412230 Rio Negro";4;3;-;90;24;4;4;-;6;3;28;9;18;1;3;-;11;2;210
"412240 Rolândia";6;4;-;9;64;16;9;1;4;6;59;4;14;1;-;-;5;9;211
"412250 Roncador";1;3;-;2;7;2;-;-;4;-;6;-;2;-;-;-;-;1;28
"412260 Rondon";2;3;-;5;7;4;1;-;1;2;5;-;3;-;-;-;-;1;34
"412265 Rosário do Ivaí";2;2;-;-;4;-;-;-;1;1;3;2;3;-;-;-;-;-;18
"412270 Sabáudia";1;1;-;6;6;1;1;-;-;-;5;-;1;-;-;-;-;-;22
"412280 Salgado Filho";1;1;-;2;5;1;-;-;1;1;5;-;2;-;-;-;-;3;22
"412290 Salto do Itararé";1;-;-;1;4;2;1;-;-;1;1;-;2;-;-;-;-;1;14
"412300 Salto do Lontra";-;2;-;1;10;5;-;-;1;1;7;-;2;-;-;-;-;2;31
"412310 Santa Amélia";-;1;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;4
"412320 Santa Cecília do Pavão";2;1;-;2;2;3;2;-;2;1;2;-;1;-;-;-;-;1;19
"412330 Santa Cruz de Monte Castelo";1;2;-;2;7;-;1;-;2;1;4;-;-;-;-;-;-;1;21
"412340 Santa Fé";1;4;-;4;11;4;1;-;1;1;4;-;3;-;-;-;-;-;34
"412350 Santa Helena";1;2;-;11;15;6;4;-;5;4;17;-;2;-;-;-;3;3;73
"412360 Santa Inês";-;-;-;-;2;1;-;-;-;-;1;-;-;-;-;-;-;-;4
"412370 Santa Isabel do Ivaí";1;-;-;4;8;3;-;-;1;-;4;-;1;-;-;-;-;2;24
"412380 Santa Izabel do Oeste";1;3;-;3;10;5;2;-;3;2;7;-;2;-;-;-;-;1;39
"412382 Santa Lúcia";1;1;-;1;4;1;-;-;2;1;-;-;1;1;-;-;-;-;13
"412385 Santa Maria do Oeste";3;1;-;1;9;2;-;-;1;-;3;1;2;-;-;-;-;3;26
"412390 Santa Mariana";1;2;-;-;16;4;2;-;1;-;7;-;2;-;-;-;1;1;37
"412395 Santa Mônica";-;1;-;-;3;-;1;-;1;-;3;-;1;-;-;-;-;-;10
"412402 Santa Tereza do Oeste";1;3;-;1;9;3;-;-;4;-;1;1;2;-;-;-;-;1;26
"412405 Santa Terezinha de Itaipu";3;2;-;7;15;7;3;-;4;6;18;-;5;-;-;-;2;6;78
"412400 Santana do Itararé";-;1;-;1;4;1;1;-;1;1;2;-;2;-;-;-;-;1;15
"412410 Santo Antônio da Platina";3;6;3;13;39;17;2;5;6;8;31;5;12;1;2;-;16;7;176
"412420 Santo Antônio do Caiuá";2;1;-;-;7;1;1;-;-;1;1;-;1;-;-;-;-;1;16
"412430 Santo Antônio do Paraíso";1;1;-;-;5;2;-;-;-;1;-;-;2;-;-;-;-;1;13
"412440 Santo Antônio do Sudoeste";3;3;-;5;3;6;1;1;8;2;9;-;7;-;-;-;-;3;51
"412450 Santo Inácio";2;1;-;-;5;3;-;-;1;-;3;-;1;-;-;-;-;1;17
"412460 São Carlos do Ivaí";2;2;-;2;7;2;1;-;-;1;2;-;1;-;-;-;-;-;20
"412470 São Jerônimo da Serra";2;-;-;-;7;2;1;-;2;-;3;-;1;-;-;-;-;-;18
"412480 São João";1;3;-;5;12;9;-;-;-;3;6;-;2;-;-;-;-;3;44
"412490 São João do Caiuá";1;-;-;1;3;1;-;-;-;-;2;-;1;-;-;-;-;-;9
"412500 São João do Ivaí";2;4;-;3;9;4;1;-;1;1;5;-;1;-;-;-;-;5;36
"412510 São João do Triunfo";1;-;-;2;7;2;1;-;5;3;6;-;2;-;-;-;-;-;29
"412520 São Jorge d'Oeste";2;1;-;2;9;3;1;-;1;2;7;1;2;-;-;-;-;-;31
"412530 São Jorge do Ivaí";-;-;-;1;10;1;1;-;1;1;4;-;1;-;-;-;-;-;20
"412535 São Jorge do Patrocínio";-;-;-;2;7;2;1;-;1;1;5;-;2;-;-;-;2;-;23
"412540 São José da Boa Vista";1;-;-;3;5;2;1;-;1;1;3;-;1;-;-;-;-;-;18
"412545 São José das Palmeiras";-;2;1;-;3;-;-;-;1;-;1;-;-;-;-;-;-;1;9
"412550 São José dos Pinhais";25;16;4;85;227;80;22;11;49;26;167;22;68;7;6;-;132;91;1038
"412555 São Manoel do Paraná";-;-;-;-;2;1;-;-;1;1;1;-;-;-;-;-;-;-;6
"412560 São Mateus do Sul";4;3;-;28;21;11;3;1;10;5;30;3;5;-;2;-;2;5;133
"412570 São Miguel do Iguaçu";2;4;-;3;22;9;1;-;12;6;11;-;7;-;-;-;4;6;87
"412575 São Pedro do Iguaçu";1;1;-;5;6;3;1;-;1;-;4;-;2;1;-;-;-;2;27
"412580 São Pedro do Ivaí";3;1;-;3;9;5;1;-;2;-;6;-;1;-;-;-;-;2;33
"412590 São Pedro do Paraná";-;-;-;-;3;1;-;-;1;-;2;-;-;-;-;-;-;-;7
"412600 São Sebastião da Amoreira";2;1;-;-;8;2;1;-;3;1;5;-;2;-;-;-;-;1;26
"412610 São Tomé";1;2;-;1;7;3;1;-;2;1;4;-;2;-;-;-;-;1;25
"412620 Sapopema";1;2;-;2;5;1;-;-;1;1;5;-;1;-;-;-;-;1;20
"412625 Sarandi";7;14;1;39;61;13;5;1;6;2;31;8;13;-;-;-;22;6;229
"412627 Saudade do Iguaçu";-;3;-;1;5;2;1;-;1;3;3;-;-;-;-;-;-;1;20
"412630 Sengés";1;1;-;9;11;5;2;1;4;1;3;3;2;-;-;-;1;-;44
"412635 Serranópolis do Iguaçu";-;1;-;-;2;-;-;-;2;-;2;-;3;-;-;-;-;-;10
"412640 Sertaneja";1;2;-;4;8;4;1;-;1;1;7;-;1;-;-;-;-;1;31
"412650 Sertanópolis";2;6;-;2;11;6;3;-;2;1;10;-;6;-;-;-;1;1;51
"412660 Siqueira Campos";4;2;-;7;14;8;2;-;3;3;19;2;5;-;-;-;-;2;71
"412665 Sulina";1;-;-;-;2;1;-;-;3;1;1;-;1;-;-;-;-;-;10
"412667 Tamarana";2;3;-;-;10;4;2;-;1;1;5;-;2;-;-;-;1;2;33
"412670 Tamboara";1;-;-;1;4;1;-;-;1;-;1;-;2;-;-;-;-;1;12
"412680 Tapejara";1;2;-;4;12;2;1;-;1;1;7;-;4;-;-;-;2;1;38
"412690 Tapira";1;1;-;1;5;1;-;-;1;-;3;-;1;-;-;-;-;-;14
"412700 Teixeira Soares";2;2;-;5;9;2;1;-;1;-;5;-;-;-;-;-;-;4;31
"412710 Telêmaco Borba";6;10;-;28;32;20;6;2;12;4;43;4;15;-;1;-;14;6;203
"412720 Terra Boa";1;2;-;5;20;2;1;-;1;1;12;-;3;-;-;-;1;2;51
"412730 Terra Rica";2;5;-;6;15;6;2;-;4;2;7;-;2;-;-;-;-;3;54
"412740 Terra Roxa";1;2;-;3;21;3;-;1;6;1;10;-;1;-;-;-;-;3;52
"412750 Tibagi";3;1;-;4;9;3;2;-;2;1;9;1;3;-;-;-;-;2;40
"412760 Tijucas do Sul";1;3;-;7;11;5;1;-;3;1;7;-;3;-;-;-;-;3;45
"412770 Toledo";29;29;-;102;142;80;11;7;11;19;94;14;53;2;7;-;58;17;675
"412780 Tomazina";1;2;-;3;5;2;1;-;1;-;2;-;1;-;-;-;1;1;20
"412785 Três Barras do Paraná";2;1;-;2;12;4;1;-;2;1;4;-;3;-;-;-;-;2;34
"412788 Tunas do Paraná";-;1;-;-;4;1;-;-;3;-;2;-;-;-;-;-;-;1;12
"412790 Tuneiras do Oeste";1;2;-;4;11;2;-;-;1;-;7;-;2;-;-;-;-;1;31
"412795 Tupãssi";1;2;-;3;5;-;1;-;2;-;6;-;2;-;-;-;-;1;23
"412796 Turvo";4;3;-;4;11;4;1;-;7;1;9;-;3;-;-;-;-;1;48
"412800 Ubiratã";3;4;1;5;16;5;2;2;3;4;23;-;8;-;1;-;4;2;83
"412810 Umuarama";16;35;3;156;173;47;15;6;16;26;95;18;65;2;5;-;80;7;765
"412820 União da Vitória";7;15;-;89;61;28;2;2;6;10;68;7;28;-;4;-;23;11;361
"412830 Uniflor";-;2;-;2;2;-;-;-;1;-;1;-;-;-;-;-;-;-;8
"412840 Uraí";2;-;-;2;7;4;1;-;4;1;6;-;1;-;-;-;-;-;28
"412853 Ventania";1;1;-;4;7;2;-;-;1;-;4;-;-;-;-;-;-;1;21
"412855 Vera Cruz do Oeste";2;1;-;1;7;4;-;1;2;1;4;-;2;-;-;-;-;1;26
"412860 Verê";-;3;-;4;9;4;-;1;-;1;4;-;2;-;-;-;-;2;30
"412865 Virmond";-;-;-;-;3;-;-;-;1;-;2;-;1;-;-;-;-;-;7
"412870 Vitorino";1;1;-;3;8;1;-;-;2;1;3;-;3;-;-;-;-;1;24
"412850 Wenceslau Braz";3;2;-;8;13;4;1;-;5;-;11;1;4;-;-;-;1;3;56
"412880 Xambrê";-;-;-;1;6;1;-;-;1;-;1;1;1;-;-;-;-;-;12
"420005 Abdon Batista";2;2;-;-;4;2;-;-;1;1;3;-;1;-;-;-;1;-;17
"420010 Abelardo Luz";4;3;1;9;14;10;1;1;7;1;19;1;5;2;-;-;8;1;87
"420020 Agrolândia";2;2;-;3;8;3;1;-;7;-;3;-;4;1;-;-;-;1;35
"420030 Agronômica";1;-;-;2;2;1;1;-;-;1;2;1;2;-;-;-;1;-;14
"420040 Água Doce";4;1;-;5;7;1;2;-;1;2;4;-;4;-;-;-;1;3;35
"420050 Águas de Chapecó";-;1;-;1;4;2;-;1;-;1;4;1;2;-;-;-;-;-;17
"420055 Águas Frias";-;1;-;-;2;2;-;-;-;1;3;-;1;-;-;-;-;-;10
"420060 Águas Mornas";1;2;-;1;3;1;2;-;3;-;3;1;1;-;-;-;-;-;18
"420070 Alfredo Wagner";1;1;-;1;5;2;1;-;3;-;6;2;2;-;2;-;-;-;26
"420075 Alto Bela Vista";1;2;-;2;2;2;1;-;-;-;1;-;1;-;-;-;-;-;12
"420080 Anchieta";-;1;-;6;7;2;2;-;2;1;5;-;3;1;-;-;-;1;31
"420090 Angelina";1;2;-;2;6;1;-;1;1;-;2;1;3;-;1;-;1;-;22
"420100 Anita Garibaldi";5;2;-;-;10;3;1;-;4;1;5;-;3;-;1;-;1;13;49
"420110 Anitápolis";1;-;-;2;5;1;1;-;1;-;3;-;1;2;1;-;-;-;18
"420120 Antônio Carlos";1;2;-;5;6;1;1;-;3;-;6;-;1;1;-;-;-;-;27
"420125 Apiúna";4;1;-;2;6;4;2;-;4;2;7;1;7;1;-;-;1;2;44
"420127 Arabutã";1;3;-;4;6;1;1;-;-;1;4;-;1;-;-;-;1;-;23
"420130 Araquari";2;6;1;9;20;6;1;-;6;1;10;1;6;1;-;-;7;1;78
"420140 Araranguá";12;9;5;52;95;35;10;11;11;11;44;18;22;5;6;-;48;20;414
"420150 Armazém";3;2;-;9;5;3;1;-;2;1;-;-;2;1;-;-;2;3;34
"420160 Arroio Trinta";-;2;-;1;4;3;-;-;1;3;7;-;1;-;-;-;-;2;24
"420165 Arvoredo";2;1;-;1;1;2;1;-;-;1;3;-;1;-;-;-;-;-;13
"420170 Ascurra";2;4;-;3;4;1;-;-;3;1;8;-;1;-;-;-;-;-;27
"420180 Atalanta";-;1;-;-;2;1;1;1;-;1;1;1;1;-;-;-;-;-;10
"420190 Aurora";1;1;-;1;2;1;1;-;1;-;1;-;1;-;-;-;-;-;10
"420195 Balneário Arroio do Silva";-;2;-;2;6;2;-;-;4;1;2;1;3;-;-;-;-;-;23
"420205 Balneário Barra do Sul";-;1;-;1;6;1;-;1;2;-;2;1;1;-;-;-;1;1;18
"420200 Balneário Camboriú";25;19;12;228;195;122;29;51;11;26;225;90;99;16;30;-;255;56;1489
"420207 Balneário Gaivota";1;2;-;3;8;4;-;-;2;1;3;-;4;-;-;-;1;-;29
"421280 Balneário Piçarras";2;1;-;6;20;10;5;-;8;5;17;-;10;-;1;-;5;3;93
"422000 Balneário Rincão";3;2;-;3;9;2;1;-;4;2;5;-;3;-;-;-;-;-;34
"420208 Bandeirante";1;1;-;2;1;2;-;1;-;2;2;-;2;1;-;-;2;-;17
"420209 Barra Bonita";-;1;-;1;1;-;-;-;1;1;2;-;1;-;-;-;-;-;8
"420210 Barra Velha";2;5;-;15;21;10;3;1;10;2;15;1;8;2;-;-;6;5;106
"420213 Bela Vista do Toldo";1;1;-;1;5;2;1;-;1;2;2;-;2;1;-;-;-;1;20
"420215 Belmonte";1;1;-;1;2;2;-;-;1;1;3;-;1;-;-;-;-;-;13
"420220 Benedito Novo";1;2;-;2;8;1;1;-;3;1;8;1;3;-;-;-;-;-;31
"420230 Biguaçu";8;6;1;52;58;21;8;11;16;11;54;7;21;8;6;-;53;4;345
"420240 Blumenau";48;61;24;379;716;127;43;53;47;58;299;99;130;22;54;-;450;53;2663
"420243 Bocaina do Sul";-;2;-;1;3;2;-;-;1;-;2;-;-;-;-;-;-;-;11
"420250 Bom Jardim da Serra";-;2;-;3;8;2;-;-;1;-;-;-;-;-;-;-;-;-;16
"420253 Bom Jesus";-;1;-;1;1;1;-;-;1;1;1;-;2;-;-;-;-;-;9
"420257 Bom Jesus do Oeste";1;1;-;-;2;1;-;-;-;1;1;-;2;-;-;-;-;-;9
"420260 Bom Retiro";1;2;-;5;6;2;1;-;2;-;6;-;2;-;1;-;1;16;45
"420245 Bombinhas";1;2;-;4;11;4;1;1;5;1;11;1;2;1;-;-;4;3;52
"420270 Botuverá";-;1;-;2;4;1;-;-;2;1;4;-;1;-;-;-;-;-;16
"420280 Braço do Norte";5;5;-;25;45;11;5;-;3;5;21;3;12;2;5;-;16;2;165
"420285 Braço do Trombudo";1;1;-;2;2;1;-;-;1;-;2;-;-;-;-;-;-;-;10
"420287 Brunópolis";-;1;-;-;1;2;-;-;2;1;2;-;2;-;-;-;2;-;13
"420290 Brusque";14;23;8;60;111;31;12;15;23;12;74;18;27;5;9;-;67;14;523
"420300 Caçador";9;7;2;54;61;29;7;5;12;5;38;11;19;-;10;-;33;7;309
"420310 Caibi";1;2;-;2;8;4;1;-;1;1;7;-;2;-;-;-;1;1;31
"420315 Calmon";1;1;-;-;5;1;1;-;1;1;1;-;1;-;-;-;1;-;14
"420320 Camboriú";6;4;1;11;30;15;4;-;14;4;13;1;19;2;-;-;4;12;140
"420330 Campo Alegre";1;3;-;10;9;4;1;-;3;1;7;1;2;-;1;-;3;1;47
"420340 Campo Belo do Sul";1;1;-;4;7;3;-;-;2;-;2;1;2;-;-;-;-;5;28
"420350 Campo Erê";3;3;-;4;11;4;2;-;5;3;4;1;5;1;1;-;2;6;55
"420360 Campos Novos";4;3;-;25;23;21;4;1;4;1;35;4;14;1;3;-;5;5;153
"420370 Canelinha";1;3;-;3;6;3;1;2;1;-;5;-;4;-;1;-;1;1;32
"420380 Canoinhas";13;8;3;41;45;21;10;6;6;6;39;14;16;4;11;-;26;6;275
"420325 Capão Alto";-;1;-;-;1;1;-;-;-;-;-;1;1;-;-;-;1;-;6
"420390 Capinzal";3;1;-;22;8;10;3;-;6;2;15;6;9;-;1;-;5;-;91
"420395 Capivari de Baixo";1;4;-;3;16;10;1;1;4;1;15;3;9;2;1;-;1;2;74
"420400 Catanduvas";2;3;-;2;7;4;1;-;-;-;6;1;4;-;-;-;1;1;32
"420410 Caxambu do Sul";-;4;-;2;6;3;-;-;-;1;3;1;1;-;1;-;-;-;22
"420415 Celso Ramos";-;1;-;1;1;1;-;-;-;-;1;-;1;-;-;-;-;-;6
"420417 Cerro Negro";-;1;-;-;2;1;-;-;1;-;2;-;1;-;-;-;-;-;8
"420419 Chapadão do Lageado";1;-;-;2;3;1;-;-;1;1;1;-;2;-;-;-;-;-;12
"420420 Chapecó";28;51;8;289;323;106;50;24;40;37;256;51;114;10;18;-;184;48;1637
"420425 Cocal do Sul";5;3;-;4;13;9;2;1;3;-;12;1;6;2;-;-;7;22;90
"420430 Concórdia";7;7;1;85;99;37;6;4;12;9;90;8;38;-;9;-;29;11;452
"420435 Cordilheira Alta";1;2;-;2;3;1;1;1;2;1;2;-;1;-;-;-;-;-;17
"420440 Coronel Freitas";2;2;1;4;8;4;1;-;1;1;6;-;5;-;-;-;1;-;36
"420445 Coronel Martins";1;1;-;1;2;1;-;-;-;-;1;-;1;-;-;-;-;-;8
"420455 Correia Pinto";2;2;-;9;13;4;1;-;3;-;6;-;2;-;1;-;-;7;50
"420450 Corupá";1;4;-;18;9;3;1;-;4;1;9;-;1;-;1;-;2;1;55
"420460 Criciúma";36;48;19;143;278;101;19;37;20;46;143;53;119;18;27;-;248;64;1419
"420470 Cunha Porã";2;5;-;7;7;5;1;-;1;1;8;-;5;-;1;-;1;1;45
"420475 Cunhataí";1;1;-;1;1;1;-;-;1;1;-;-;2;-;-;-;-;-;9
"420480 Curitibanos";7;8;-;51;50;16;6;2;5;2;27;5;15;-;3;-;15;5;217
"420490 Descanso";1;1;-;5;9;4;1;-;-;2;5;1;3;-;1;-;-;3;36
"420500 Dionísio Cerqueira";2;6;1;14;15;4;1;1;-;3;18;2;3;1;-;-;-;2;73
"420510 Dona Emma";-;1;-;2;2;1;-;-;2;1;1;1;1;-;-;-;-;-;12
"420515 Doutor Pedrinho";2;1;-;1;3;-;-;-;-;2;1;1;2;-;-;-;1;-;14
"420517 Entre Rios";1;1;-;1;2;2;-;1;2;1;1;-;1;-;-;-;-;-;13
"420519 Ermo";-;2;-;1;1;2;-;-;1;1;1;1;1;-;-;-;-;-;11
"420520 Erval Velho";1;2;-;2;5;1;-;-;2;2;3;-;3;-;-;-;-;-;21
"420530 Faxinal dos Guedes";2;2;-;8;6;5;2;1;1;4;11;1;5;1;-;-;2;2;53
"420535 Flor do Sertão";-;1;-;1;1;1;-;-;-;2;-;-;1;-;-;-;-;-;7
"420540 Florianópolis";113;149;39;607;1076;290;110;143;115;146;738;229;280;80;90;1;1139;106;5451
"420543 Formosa do Sul";1;1;-;-;1;2;-;-;-;1;1;-;1;-;-;-;-;-;8
"420545 Forquilhinha";2;2;-;2;14;2;2;-;3;1;4;-;6;-;-;-;2;1;41
"420550 Fraiburgo";6;16;-;20;29;16;3;3;5;4;36;2;11;-;-;-;7;2;160
"420555 Frei Rogério";2;1;-;-;2;-;-;-;1;-;2;-;-;-;-;-;-;-;8
"420560 Galvão";1;-;-;1;5;2;1;-;-;2;1;-;2;-;-;-;-;6;21
"420570 Garopaba";2;1;-;16;15;15;3;1;6;4;12;1;9;2;1;-;7;19;114
"420580 Garuva";1;2;-;10;13;3;3;2;5;2;9;-;7;2;-;-;2;3;64
"420590 Gaspar";6;4;1;23;49;12;2;1;14;3;31;7;18;1;-;-;7;7;186
"420600 Governador Celso Ramos";1;1;-;4;7;6;1;1;4;-;7;1;1;-;-;-;-;-;34
"420610 Grão Pará";1;2;-;1;5;3;1;-;3;1;5;-;2;-;-;-;-;1;25
"420620 Gravatal";2;1;-;4;7;4;2;-;5;1;5;-;4;1;-;-;-;-;36
"420630 Guabiruba";1;5;-;12;13;5;3;-;5;2;7;-;2;1;-;-;2;2;60
"420640 Guaraciaba";1;1;-;9;15;5;2;-;1;2;10;1;3;-;-;-;1;6;57
"420650 Guaramirim";4;20;1;44;21;12;4;-;2;4;32;12;5;-;1;-;6;4;172
"420660 Guarujá do Sul";2;2;-;1;6;3;-;-;1;2;6;-;6;-;-;-;-;1;30
"420665 Guatambú";1;2;-;1;3;1;-;-;2;1;1;-;1;-;-;-;-;-;13
"420670 Herval d'Oeste";2;5;-;11;20;12;2;1;6;1;9;2;5;-;-;-;3;4;83
"420675 Ibiam";1;-;-;-;1;1;-;-;1;-;2;1;-;-;-;-;-;-;7
"420680 Ibicaré";1;1;-;2;4;1;-;-;1;-;2;-;2;-;-;-;-;1;15
"420690 Ibirama";5;5;-;41;31;7;3;2;5;4;8;3;8;-;1;-;4;2;129
"420700 Içara";8;6;-;53;44;13;2;-;16;5;23;3;14;2;1;-;5;5;200
"420710 Ilhota";1;1;-;1;7;2;2;-;5;2;3;-;2;-;-;-;-;1;27
"420720 Imaruí";3;-;-;1;6;3;-;-;3;-;8;1;1;1;-;-;-;-;27
"420730 Imbituba";8;7;-;18;32;17;3;3;8;4;39;4;12;2;4;-;9;18;188
"420740 Imbuia";1;-;-;-;7;-;-;-;2;1;2;-;1;-;-;-;-;-;14
"420750 Indaial";3;3;1;60;45;14;6;3;9;4;41;3;14;1;2;-;10;5;224
"420757 Iomerê";1;1;-;1;1;2;-;-;-;1;1;1;1;-;-;-;-;-;10
"420760 Ipira";1;1;-;2;4;2;-;-;-;2;3;2;2;-;-;-;-;-;19
"420765 Iporã do Oeste";2;2;-;5;9;4;-;-;1;2;7;-;8;-;1;-;5;3;49
"420768 Ipuaçu";4;3;-;3;3;4;-;-;1;1;6;1;1;1;-;-;1;1;30
"420770 Ipumirim";2;1;-;5;5;4;1;-;2;2;4;-;1;-;-;-;1;1;29
"420775 Iraceminha";2;1;-;1;3;2;1;-;1;-;3;-;2;-;-;-;1;4;21
"420780 Irani";2;3;-;3;11;3;1;-;3;2;6;-;5;-;-;-;1;2;42
"420785 Irati";-;1;-;1;2;2;-;-;-;1;1;-;-;-;-;-;-;1;9
"420790 Irineópolis";-;3;-;2;8;2;-;2;2;-;4;1;2;-;-;-;-;-;26
"420800 Itá";3;2;-;3;10;6;1;-;2;3;5;1;5;-;-;-;-;-;41
"420810 Itaiópolis";2;2;-;16;12;6;1;1;4;1;14;-;3;-;1;-;1;1;65
"420820 Itajaí";27;48;19;239;272;115;50;27;51;44;280;42;116;14;10;1;118;38;1511
"420830 Itapema";3;5;-;20;32;26;9;3;15;9;68;3;18;-;2;-;2;6;221
"420840 Itapiranga";1;5;1;7;11;4;2;-;2;-;12;1;4;-;-;-;1;12;63
"420845 Itapoá";1;1;-;4;14;8;2;-;5;1;9;-;4;-;-;-;-;1;50
"420850 Ituporanga";2;4;-;19;26;9;2;3;6;3;17;1;9;-;2;-;8;2;113
"420860 Jaborá";1;2;-;1;4;3;-;-;1;1;3;-;2;-;-;-;-;-;18
"420870 Jacinto Machado";-;2;2;4;9;5;-;-;1;2;7;-;2;-;-;-;1;-;35
"420880 Jaguaruna";2;13;-;16;13;6;1;1;4;1;17;1;3;-;1;-;-;4;83
"420890 Jaraguá do Sul";20;29;15;154;160;72;18;12;10;23;159;49;76;7;13;-;115;37;969
"420895 Jardinópolis";-;1;-;1;2;1;-;-;-;2;1;-;1;-;-;-;-;-;9
"420900 Joaçaba";7;12;-;63;77;37;4;6;4;6;59;6;34;2;16;-;64;6;403
"420910 Joinville";51;87;29;410;745;305;75;57;83;81;545;140;242;29;27;-;594;163;3663
"420915 José Boiteux";-;1;-;2;5;1;-;-;2;1;3;-;-;-;-;-;-;10;25
"420917 Jupiá";1;-;-;-;2;2;-;-;2;1;2;-;1;-;-;-;-;1;12
"420920 Lacerdópolis";1;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;4
"420930 Lages";40;21;1;220;244;131;22;6;30;19;249;19;119;3;8;-;102;45;1279
"420940 Laguna";7;6;-;32;31;10;2;3;4;4;27;4;12;-;3;-;6;2;153
"420945 Lajeado Grande";-;1;-;1;1;2;-;-;1;1;3;-;1;-;-;-;-;-;11
"420950 Laurentino";-;1;-;2;2;1;-;-;-;-;2;-;1;-;-;-;-;-;9
"420960 Lauro Muller";3;5;-;3;14;7;-;-;6;2;11;-;5;-;-;-;-;2;58
"420970 Lebon Régis";1;1;-;3;6;2;2;-;3;1;3;-;3;-;-;-;-;-;25
"420980 Leoberto Leal";-;1;-;-;-;1;-;-;2;1;2;-;1;-;-;-;-;-;8
"420985 Lindóia do Sul";3;3;-;3;4;3;1;-;-;1;3;-;2;-;1;-;-;-;24
"420990 Lontras";1;1;-;1;5;1;-;-;6;1;4;-;3;1;-;-;1;-;25
"421000 Luiz Alves";-;4;-;12;11;4;1;-;4;2;9;-;4;-;-;-;-;1;52
"421003 Luzerna";1;3;-;4;8;3;-;-;1;2;3;1;1;-;-;-;-;-;27
"421005 Macieira";1;2;-;1;3;4;-;-;-;1;1;-;1;-;-;-;-;-;14
"421010 Mafra";9;7;1;131;70;24;9;2;18;7;34;8;25;1;2;-;35;15;398
"421020 Major Gercino";-;1;-;-;3;1;1;-;3;1;1;-;3;-;-;-;-;-;14
"421030 Major Vieira";2;3;-;2;8;2;-;-;2;1;5;-;1;-;-;-;-;-;26
"421040 Maracajá";1;1;-;1;2;5;1;-;1;1;3;-;3;1;-;-;-;-;20
"421050 Maravilha";5;6;1;22;32;19;4;-;5;6;25;4;18;1;2;-;9;4;163
"421055 Marema";1;1;-;1;1;1;-;-;1;-;1;-;1;-;-;-;-;-;8
"421060 Massaranduba";1;4;-;13;11;6;-;-;3;3;15;-;4;-;-;-;-;-;60
"421070 Matos Costa";2;1;-;1;5;1;-;-;2;-;1;-;1;-;-;-;-;-;14
"421080 Meleiro";1;3;-;7;7;4;-;-;2;2;5;-;2;-;1;-;-;-;34
"421085 Mirim Doce";-;1;-;-;1;1;-;-;1;1;1;1;1;-;-;-;-;-;8
"421090 Modelo";1;2;-;4;5;2;1;-;-;-;2;-;3;-;-;-;-;2;22
"421100 Mondaí";3;4;-;6;10;2;1;1;1;2;9;1;7;-;1;-;-;4;52
"421105 Monte Carlo";1;2;-;3;6;1;-;-;2;-;6;-;1;-;-;-;-;-;22
"421110 Monte Castelo";2;2;-;1;7;3;1;-;2;1;1;-;2;-;-;-;-;5;27
"421120 Morro da Fumaça";3;3;-;2;12;6;2;-;4;2;6;-;4;1;-;-;3;12;60
"421125 Morro Grande";1;3;-;-;4;2;1;-;-;1;1;-;1;-;-;-;-;-;14
"421130 Navegantes";6;5;3;8;42;15;9;4;19;2;41;3;12;-;1;-;6;6;182
"421140 Nova Erechim";1;2;-;1;5;1;1;-;1;1;7;-;1;-;-;-;-;-;21
"421145 Nova Itaberaba";1;1;-;1;2;1;-;-;1;2;4;-;1;-;-;-;-;-;14
"421150 Nova Trento";1;2;-;8;10;5;2;-;3;1;9;-;4;-;1;-;-;1;47
"421160 Nova Veneza";3;5;1;14;12;9;-;-;2;2;12;-;5;-;-;-;5;1;71
"421165 Novo Horizonte";1;-;-;1;1;1;-;-;1;1;1;-;1;-;-;-;-;-;8
"421170 Orleans";2;4;1;11;19;7;2;-;6;2;14;2;10;-;-;-;1;13;94
"421175 Otacílio Costa";4;1;-;6;11;5;1;-;2;-;4;1;5;-;-;-;1;8;49
"421180 Ouro";1;3;-;2;2;3;-;-;1;1;2;-;1;-;1;-;3;-;20
"421185 Ouro Verde";2;3;-;1;1;1;1;-;1;1;1;-;2;-;-;-;-;-;14
"421187 Paial";1;1;-;-;1;-;-;-;-;1;2;-;1;-;-;-;-;-;7
"421189 Painel";1;1;-;1;4;1;-;-;1;1;2;-;-;-;-;-;-;-;12
"421190 Palhoça";11;10;-;37;95;27;14;3;31;7;67;11;31;8;1;-;22;38;413
"421200 Palma Sola";2;3;-;2;12;3;1;-;1;2;3;1;4;-;-;-;-;3;37
