"Município";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";" Total"
"150293 DOM ELISEU";"87,64";"90,98";"76,08";"79,81";"75,33";"90,46";"55,38";"62,54";"73,62";"75,47";"76,28"
"150295 ELDORADO DOS CARAJAS";"104,72";"107,70";"77,10";"75,63";"45,29";"57,31";"27,13";"34,98";"46,81";"35,53";"63,21"
"150300 FARO";"125,01";"76,07";"54,47";"72,06";"69,85";"101,69";"39,19";"49,49";"79,33";"66,21";"73,11"
"150304 FLORESTA DO ARAGUAIA";"77,28";"77,32";"81,48";"69,52";"63,01";"77,35";"37,38";"60,77";"70,81";"71,90";"66,93"
"150307 GARRAFAO DO NORTE";"93,73";"94,06";"82,95";"74,73";"65,38";"80,62";"44,79";"63,68";"71,94";"70,45";"72,74"
"150309 GOIANESIA DO PARA";"79,54";"77,64";"61,22";"42,89";"40,48";"44,54";"31,62";"46,70";"58,32";"49,58";"52,72"
"150310 GURUPA";"86,28";"99,83";"102,08";"69,65";"59,74";"85,70";"54,89";"64,57";"64,94";"75,83";"74,75"
"150320 IGARAPE-ACU";"91,22";"86,72";"80,67";"80,01";"79,80";"82,06";"53,59";"63,62";"78,08";"94,74";"78,18"
"150330 IGARAPE-MIRI";"81,50";"87,75";"74,58";"66,27";"48,14";"41,98";"37,65";"51,89";"51,36";"63,21";"60,14"
"150340 INHANGAPI";"98,14";"95,29";"66,68";"57,66";"85,73";"76,08";"37,85";"36,81";"59,59";"91,04";"70,88"
"150345 IPIXUNA DO PARA";"111,18";"111,64";"89,87";"68,83";"82,59";"55,37";"25,66";"43,61";"55,51";"63,41";"68,14"
"150350 IRITUIA";"79,29";"79,13";"72,83";"75,31";"54,74";"77,22";"47,32";"46,29";"78,83";"65,71";"67,24"
"150360 ITAITUBA";"103,59";"100,99";"93,89";"69,11";"80,00";"107,67";"48,68";"61,16";"61,25";"61,03";"76,40"
"150370 ITUPIRANGA";"75,80";"75,75";"74,62";"73,88";"85,07";"90,02";"60,26";"63,92";"43,58";"39,10";"69,03"
"150375 JACAREACANGA";"111,18";"68,28";"62,95";"25,16";"72,40";"113,02";"30,97";"49,92";"34,58";"46,69";"56,99"
"150380 JACUNDA";"104,26";"97,20";"82,47";"61,61";"64,83";"79,61";"49,76";"55,41";"65,90";"70,54";"73,61"
"150390 JURUTI";"80,14";"77,47";"74,51";"75,93";"85,31";"74,36";"57,41";"64,40";"62,57";"78,00";"72,54"
"150400 LIMOEIRO DO AJURU";"91,45";"83,25";"72,63";"79,64";"66,06";"51,31";"35,46";"60,48";"66,83";"82,92";"68,34"
"150405 MAE DO RIO";"77,27";"73,35";"61,05";"65,31";"76,75";"62,80";"44,51";"58,42";"69,56";"77,63";"66,12"
"150410 MAGALHAES BARATA";"79,71";"101,70";"83,43";"98,15";"52,96";"80,98";"52,23";"67,94";"79,93";"95,07";"76,40"
"150420 MARABA";"75,90";"79,72";"72,83";"70,17";"43,33";"60,22";"40,67";"46,25";"53,97";"80,88";"61,43"
"150430 MARACANA";"85,35";"78,99";"78,72";"60,29";"98,26";"62,64";"50,57";"65,51";"54,26";"48,96";"69,22"
"150440 MARAPANIM";"96,66";"83,30";"76,18";"56,07";"89,20";"78,83";"32,00";"49,81";"45,97";"45,47";"65,67"
"150442 MARITUBA";"101,30";"117,67";"115,52";"97,41";"122,41";"77,96";"28,28";"50,96";"59,69";"57,77";"79,08"
"150445 MEDICILANDIA";"92,37";"70,67";"69,19";"72,16";"68,59";"55,19";"59,76";"76,40";"75,44";"74,03";"71,61"
"150450 MELGACO";"76,12";"56,00";"60,66";"57,24";"50,88";"47,84";"30,25";"49,39";"53,08";"59,03";"54,02"
"150460 MOCAJUBA";"81,78";"79,43";"77,40";"72,92";"81,65";"63,52";"40,35";"52,25";"44,86";"55,19";"64,26"
"150470 MOJU";"76,55";"55,67";"58,88";"58,84";"53,62";"58,78";"37,04";"59,86";"40,99";"28,49";"53,01"
"150475 MOJUI DOS CAMPOS";"0";"0";"0";"0";"0";"0";"51,24";"589,81";"97,65";"61,63";"113,08"
"150480 MONTE ALEGRE";"86,16";"79,98";"73,40";"62,00";"66,49";"69,23";"50,75";"75,63";"67,52";"59,93";"68,42"
"150490 MUANA";"78,84";"81,08";"92,76";"84,12";"60,32";"79,92";"42,61";"62,29";"60,46";"67,38";"68,84"
"150495 NOVA ESPERANCA DO PIRIA";"93,19";"98,67";"75,13";"65,70";"62,92";"99,51";"55,88";"71,17";"75,76";"55,68";"74,74"
"150497 NOVA IPIXUNA";"72,05";"68,98";"67,43";"74,38";"73,85";"86,60";"37,37";"65,23";"66,61";"69,81";"67,09"
"150500 NOVA TIMBOTEUA";"83,92";"85,19";"77,95";"72,86";"64,02";"97,51";"45,47";"65,03";"94,35";"77,76";"74,15"
"150503 NOVO PROGRESSO";"61,13";"77,37";"73,13";"85,81";"112,98";"117,95";"75,23";"80,13";"84,05";"102,27";"86,81"
"150506 NOVO REPARTIMENTO";"79,82";"90,11";"78,66";"81,44";"49,26";"61,66";"41,08";"66,77";"67,18";"56,01";"66,09"
"150510 OBIDOS";"72,59";"70,89";"68,13";"55,73";"67,45";"85,17";"47,68";"58,07";"64,84";"68,54";"65,38"
"150520 OEIRAS DO PARA";"73,42";"76,20";"78,99";"67,30";"54,84";"58,70";"43,97";"57,13";"60,42";"80,50";"64,26"
"150530 ORIXIMINA";"75,63";"76,40";"83,59";"66,70";"93,62";"72,41";"36,42";"62,34";"62,59";"67,40";"68,38"
"150540 OUREM";"78,37";"79,10";"56,85";"67,02";"107,31";"106,31";"59,77";"87,64";"82,09";"87,23";"79,81"
"150543 OURILANDIA DO NORTE";"86,43";"108,79";"108,81";"72,22";"74,69";"55,94";"39,45";"67,47";"74,08";"73,67";"72,15"
"150548 PACAJA";"89,83";"112,84";"90,39";"71,58";"64,00";"81,90";"51,41";"73,39";"65,22";"72,64";"75,40"
"150549 PALESTINA DO PARA";"88,84";"104,02";"92,11";"84,54";"37,34";"66,65";"33,43";"69,44";"80,98";"81,62";"72,62"
"150550 PARAGOMINAS";"85,51";"98,89";"90,09";"61,81";"81,15";"89,34";"45,68";"53,06";"66,79";"67,88";"72,93"
"150553 PARAUAPEBAS";"73,15";"83,32";"97,31";"90,17";"87,28";"63,90";"47,57";"48,12";"55,92";"66,67";"69,11"
"150555 PAU D\'ARCO";"90,42";"76,83";"76,84";"68,50";"56,95";"55,65";"38,06";"41,95";"54,27";"78,91";"62,82"
"150560 PEIXE-BOI";"74,74";"73,95";"61,06";"71,00";"64,81";"98,27";"49,59";"76,40";"80,44";"69,37";"70,51"
"150563 PICARRA";"102,59";"134,00";"107,65";"95,60";"92,95";"133,32";"70,60";"93,65";"89,04";"93,71";"98,55"
"150565 PLACAS";"92,98";"143,31";"96,44";"78,08";"81,92";"107,25";"34,02";"53,67";"51,46";"62,27";"74,78"
"150570 PONTA DE PEDRAS";"102,59";"115,78";"97,66";"106,02";"88,36";"130,42";"68,66";"87,06";"59,24";"102,81";"93,48"
"150580 PORTEL";"100,82";"72,56";"79,79";"64,85";"41,97";"57,07";"33,67";"45,43";"36,08";"52,81";"56,33"
"150590 PORTO DE MOZ";"89,76";"74,21";"70,19";"68,96";"66,02";"59,92";"30,61";"41,37";"61,06";"76,97";"63,10"
"150600 PRAINHA";"97,47";"124,11";"110,85";"68,21";"41,97";"73,40";"54,03";"64,01";"59,86";"49,73";"69,17"
"150610 PRIMAVERA";"99,94";"110,41";"106,73";"78,34";"88,83";"99,70";"58,34";"66,54";"92,09";"69,57";"84,87"
"150611 QUATIPURU";"91,28";"76,32";"73,17";"76,32";"79,78";"88,96";"52,82";"72,34";"64,52";"76,85";"75,23"
"150613 REDENCAO";"72,04";"81,23";"94,66";"77,13";"72,14";"63,58";"51,05";"56,80";"60,29";"63,31";"68,32"
"150616 RIO MARIA";"57,32";"61,22";"64,97";"49,26";"44,60";"78,06";"56,06";"58,17";"69,07";"73,27";"59,81"
"150618 RONDON DO PARA";"79,42";"71,29";"61,82";"70,11";"80,67";"76,13";"48,99";"54,75";"61,48";"64,66";"67,36"
"150619 RUROPOLIS";"90,41";"125,52";"101,45";"88,37";"49,03";"90,23";"44,04";"58,99";"61,04";"89,24";"75,74"
"150620 SALINOPOLIS";"78,16";"65,45";"65,77";"59,65";"80,06";"72,59";"52,48";"67,12";"71,88";"69,96";"68,09"
"150630 SALVATERRA";"87,10";"97,01";"98,25";"61,11";"67,01";"86,45";"59,02";"72,30";"70,72";"89,06";"76,97"
"150635 SANTA BARBARA DO PARA";"79,58";"78,92";"70,23";"76,49";"88,01";"42,24";"8,40";"50,08";"65,35";"72,14";"60,73"
"150640 SANTA CRUZ DO ARARI";"90,39";"128,64";"91,97";"129,71";"121,59";"128,74";"86,70";"85,68";"52,78";"59,64";"96,31"
"150650 SANTA IZABEL DO PARA";"80,44";"91,19";"86,84";"74,02";"70,09";"53,77";"34,35";"47,12";"62,43";"54,50";"63,40"
"150655 SANTA LUZIA DO PARA";"96,62";"114,13";"100,61";"82,02";"92,77";"91,71";"38,70";"62,40";"62,33";"61,86";"79,58"
"150658 SANTA MARIA DAS BARREIRAS";"90,13";"141,40";"138,01";"108,45";"83,09";"92,29";"55,95";"82,89";"94,94";"94,63";"93,35"
"150660 SANTA MARIA DO PARA";"68,41";"70,70";"62,35";"53,40";"61,75";"65,93";"37,24";"51,21";"56,49";"52,18";"57,60"
"150670 SANTANA DO ARAGUAIA";"84,24";"101,00";"71,74";"74,60";"68,73";"82,97";"47,28";"74,19";"56,07";"82,04";"72,97"
"150680 SANTAREM";"79,28";"84,60";"76,00";"61,86";"76,99";"72,00";"36,21";"44,04";"47,64";"49,44";"61,91"
"150690 SANTAREM NOVO";"96,44";"94,16";"90,49";"77,36";"100,21";"104,06";"49,89";"69,78";"73,70";"63,83";"80,28"
"150700 SANTO ANTONIO DO TAUA";"81,99";"94,64";"89,29";"79,29";"89,23";"77,02";"40,30";"62,76";"76,41";"83,23";"74,75"
"150710 SAO CAETANO DE ODIVELAS";"80,28";"75,86";"75,90";"89,53";"92,92";"100,92";"49,29";"72,01";"74,02";"73,82";"77,79"
"150715 SAO DOMINGOS DO ARAGUAIA";"65,16";"83,11";"71,97";"70,02";"66,39";"100,32";"58,81";"73,74";"73,40";"83,07";"73,04"
"150720 SAO DOMINGOS DO CAPIM";"84,63";"78,03";"67,16";"65,52";"64,83";"66,12";"37,94";"60,30";"72,96";"77,33";"66,59"
"150730 SAO FELIX DO XINGU";"101,34";"96,99";"87,34";"71,34";"42,20";"63,84";"31,89";"65,77";"62,22";"62,01";"64,27"
"150740 SAO FRANCISCO DO PARA";"75,33";"75,56";"64,81";"56,88";"110,56";"93,88";"56,13";"75,31";"76,88";"85,30";"76,30"
"150745 SAO GERALDO DO ARAGUAIA";"68,80";"74,13";"68,91";"77,95";"62,61";"65,88";"41,03";"42,67";"47,54";"41,86";"59,69"
"150746 SAO JOAO DA PONTA";"80,95";"100,33";"72,45";"60,46";"101,46";"126,93";"57,70";"50,67";"75,49";"94,99";"80,62"
"150747 SAO JOAO DE PIRABAS";"77,69";"95,34";"83,22";"68,56";"87,37";"100,20";"46,30";"58,36";"60,37";"64,24";"73,28"
"150750 SAO JOAO DO ARAGUAIA";"77,32";"85,63";"112,12";"56,97";"46,02";"60,05";"41,77";"49,55";"42,39";"48,79";"61,50"
"150760 SAO MIGUEL DO GUAMA";"83,99";"84,31";"69,66";"65,53";"73,23";"65,10";"46,69";"71,00";"72,89";"66,67";"69,17"
"150770 SAO SEBASTIAO DA BOA VISTA";"83,80";"82,94";"103,92";"84,48";"85,42";"103,69";"64,01";"84,36";"86,04";"93,37";"85,81"
"150775 SAPUCAIA";"81,27";"104,28";"104,36";"122,77";"43,95";"41,73";"49,87";"89,43";"104,38";"100,51";"82,42"
"150780 SENADOR JOSE PORFIRIO";"70,31";"67,65";"82,62";"59,50";"61,77";"67,07";"34,54";"52,78";"70,06";"62,54";"61,35"
"150790 SOURE";"78,95";"78,71";"77,65";"65,06";"77,03";"65,00";"16,99";"52,83";"39,29";"42,08";"58,53"
"150795 TAILANDIA";"79,49";"79,45";"79,89";"68,99";"52,87";"73,36";"58,95";"72,35";"58,59";"87,67";"70,31"
"150796 TERRA ALTA";"75,26";"62,29";"61,06";"85,33";"89,23";"90,85";"56,63";"72,87";"75,51";"44,93";"71,25"
"150797 TERRA SANTA";"67,26";"54,17";"58,02";"67,02";"93,76";"85,33";"45,51";"53,31";"75,27";"81,09";"67,08"
"150800 TOME-ACU";"106,71";"105,12";"121,02";"73,64";"96,15";"79,58";"61,64";"75,06";"68,04";"61,87";"81,55"
"150803 TRACUATEUA";"67,41";"59,22";"60,26";"58,55";"111,11";"51,97";"33,12";"59,87";"64,01";"43,44";"61,21"
"150805 TRAIRAO";"79,77";"63,94";"72,85";"77,60";"90,78";"93,52";"58,45";"81,14";"90,49";"115,00";"81,34"
"150808 TUCUMA";"78,86";"91,59";"79,76";"61,20";"49,47";"75,89";"56,53";"71,57";"72,14";"67,62";"68,94"
"150810 TUCURUI";"78,56";"81,32";"67,37";"65,21";"73,09";"61,54";"37,85";"63,78";"68,28";"61,11";"64,72"
"150812 ULIANOPOLIS";"86,65";"96,59";"93,11";"90,09";"52,48";"53,26";"32,97";"44,80";"46,71";"61,31";"62,81"
"150815 URUARA";"87,37";"82,09";"76,07";"79,60";"56,89";"60,38";"42,06";"51,47";"68,39";"77,28";"67,36"
"150820 VIGIA";"73,50";"93,97";"87,31";"61,23";"68,82";"60,77";"39,27";"56,75";"67,00";"74,34";"66,29"
"150830 VISEU";"70,29";"78,97";"68,99";"43,65";"86,63";"51,52";"34,09";"39,98";"46,53";"48,86";"56,91"
"150835 VITORIA DO XINGU";"91,29";"100,19";"69,42";"84,52";"83,29";"119,13";"67,93";"86,79";"57,95";"68,35";"80,08"
"150840 XINGUARA";"75,22";"80,56";"75,02";"72,25";"68,02";"73,61";"57,30";"78,29";"82,79";"89,56";"74,49"
"160005 SERRA DO NAVIO";"88,99";"99,62";"110,17";"127,33";"54,90";"62,45";"21,95";"114,23";"100,60";"113,26";"85,50"
"160010 AMAPA";"94,27";"96,56";"76,78";"79,69";"87,56";"104,19";"67,11";"57,04";"86,29";"110,58";"85,39"
"160015 PEDRA BRANCA DO AMAPARI";"90,58";"196,67";"172,86";"40,45";"59,22";"62,24";"39,34";"54,44";"64,97";"75,39";"69,57"
"160020 CALCOENE";"73,77";"83,65";"74,44";"94,49";"77,76";"81,03";"47,94";"79,19";"93,93";"106,98";"79,31"
"160021 CUTIAS";"89,45";"116,44";"104,60";"98,20";"95,10";"139,14";"89,10";"108,97";"100,72";"71,52";"99,19"
"160023 FERREIRA GOMES";"105,31";"102,24";"101,28";"106,74";"92,72";"96,97";"67,76";"74,35";"53,62";"63,36";"82,60"
"160025 ITAUBAL";"72,70";"78,07";"83,31";"54,21";"46,09";"26,32";"33,23";"48,27";"59,15";"71,74";"54,11"
"160027 LARANJAL DO JARI";"71,88";"68,53";"52,02";"85,16";"83,04";"82,74";"50,75";"76,58";"66,43";"69,86";"70,02"
"160030 MACAPA";"71,97";"80,41";"75,59";"61,48";"75,02";"95,12";"58,89";"55,16";"62,95";"69,42";"69,86"
"160040 MAZAGAO";"73,22";"60,22";"63,36";"44,72";"38,59";"45,97";"39,59";"46,79";"36,80";"35,59";"47,81"
"160050 OIAPOQUE";"81,45";"56,18";"61,38";"24,56";"53,09";"40,60";"35,26";"52,57";"59,56";"55,80";"50,82"
"160053 PORTO GRANDE";"94,11";"83,25";"21,07";"40,72";"69,51";"79,90";"42,53";"55,62";"67,25";"69,04";"61,70"
"160055 PRACUUBA";"84,60";"74,87";"81,02";"58,19";"49,44";"56,21";"50,32";"78,27";"79,95";"72,25";"68,25"
"160060 SANTANA";"81,87";"75,15";"77,28";"96,43";"93,17";"93,19";"61,75";"52,18";"60,82";"64,62";"75,30"
"160070 TARTARUGALZINHO";"104,86";"39,73";"85,13";"104,42";"74,21";"89,94";"58,67";"103,70";"87,81";"109,65";"85,61"
"160080 VITORIA DO JARI";"55,58";"50,12";"63,78";"72,90";"73,29";"54,56";"45,57";"61,08";"79,44";"70,89";"61,70"
"170025 ABREULANDIA";"86,56";"118,30";"87,00";"72,07";"118,36";"101,29";"52,77";"57,95";"68,83";"97,69";"82,72"
"170030 AGUIARNOPOLIS";"84,02";"85,00";"76,08";"78,00";"69,82";"87,66";"63,82";"78,26";"78,61";"94,05";"78,78"
"170035 ALIANCA DO TOCANTINS";"87,75";"88,69";"85,24";"77,05";"109,25";"87,56";"55,27";"87,18";"107,24";"81,53";"85,55"
"170040 ALMAS";"71,49";"97,71";"83,33";"70,61";"82,01";"71,49";"45,03";"61,92";"83,14";"75,57";"72,50"
"170070 ALVORADA";"87,19";"98,84";"74,02";"76,83";"104,08";"91,99";"59,37";"89,82";"124,73";"131,79";"91,38"
"170100 ANANAS";"71,71";"78,48";"50,32";"79,22";"57,29";"72,92";"66,91";"89,78";"96,19";"77,93";"72,91"
"170105 ANGICO";"86,18";"113,76";"98,09";"58,78";"87,79";"101,11";"76,38";"89,61";"67,59";"80,80";"84,48"
"170110 APARECIDA DO RIO NEGRO";"94,30";"124,40";"78,17";"97,46";"118,41";"101,93";"72,75";"83,04";"87,91";"92,67";"94,42"
"170130 ARAGOMINAS";"70,75";"77,60";"89,47";"67,86";"71,37";"103,89";"90,07";"107,41";"93,60";"99,13";"84,38"
"170190 ARAGUACEMA";"102,00";"146,42";"127,08";"71,17";"57,20";"78,30";"77,19";"115,07";"81,10";"82,95";"87,96"
"170200 ARAGUACU";"63,47";"77,22";"53,84";"87,92";"89,53";"81,16";"55,03";"86,18";"84,53";"86,13";"74,02"
"170210 ARAGUAINA";"72,27";"87,35";"78,34";"72,68";"82,13";"87,28";"59,44";"71,67";"81,89";"80,92";"76,35"
"170215 ARAGUANA";"81,91";"82,56";"67,93";"60,38";"71,74";"72,47";"77,17";"92,81";"75,70";"79,17";"76,02"
"170220 ARAGUATINS";"68,53";"88,16";"67,23";"63,35";"64,14";"87,32";"46,05";"67,61";"55,98";"66,22";"65,87"
"170230 ARAPOEMA";"72,25";"75,12";"48,05";"80,80";"98,31";"85,93";"68,43";"95,30";"105,90";"78,84";"78,69"
"170240 ARRAIAS";"99,73";"102,84";"99,00";"91,30";"122,88";"84,75";"53,52";"67,39";"71,59";"75,46";"86,86"
"170255 AUGUSTINOPOLIS";"72,27";"84,89";"72,15";"42,97";"66,61";"68,70";"67,37";"83,83";"80,16";"91,71";"70,57"
"170270 AURORA DO TOCANTINS";"81,71";"48,46";"82,19";"72,40";"70,98";"114,30";"75,62";"112,57";"98,06";"92,84";"83,31"
"170290 AXIXA DO TOCANTINS";"74,20";"75,23";"72,31";"70,22";"57,97";"80,58";"67,02";"76,50";"77,29";"90,77";"73,42"
"170300 BABACULANDIA";"75,87";"95,77";"75,51";"60,51";"73,91";"74,78";"49,62";"68,95";"52,02";"71,66";"69,45"
"170305 BANDEIRANTES DO TOCANTINS";"86,42";"79,91";"76,37";"94,41";"82,39";"67,59";"61,70";"85,98";"113,59";"92,79";"82,58"
"170307 BARRA DO OURO";"81,61";"72,93";"61,14";"68,09";"73,61";"90,49";"58,51";"85,23";"60,30";"57,33";"70,59"
"170310 BARROLANDIA";"73,53";"76,36";"77,42";"90,97";"84,47";"108,05";"78,24";"88,67";"103,63";"107,26";"87,01"
"170320 BERNARDO SAYAO";"78,45";"93,61";"67,19";"122,88";"99,67";"105,29";"86,70";"98,68";"92,47";"107,61";"93,72"
"170330 BOM JESUS DO TOCANTINS";"70,33";"87,40";"84,93";"71,15";"70,96";"111,60";"80,67";"91,45";"81,72";"75,12";"81,64"
"170360 BRASILANDIA DO TOCANTINS";"112,44";"134,77";"108,33";"117,39";"98,05";"122,73";"76,70";"103,70";"94,92";"101,92";"104,48"
"170370 BREJINHO DE NAZARE";"78,97";"79,97";"71,28";"84,42";"92,75";"62,44";"66,17";"68,64";"76,41";"73,62";"75,32"
"170380 BURITI DO TOCANTINS";"78,05";"82,06";"70,54";"55,33";"59,81";"80,06";"52,68";"75,36";"91,21";"86,89";"71,52"
"170382 CACHOEIRINHA";"96,42";"109,57";"89,03";"65,97";"117,74";"105,80";"47,66";"48,01";"97,29";"65,55";"81,13"
"170384 CAMPOS LINDOS";"120,31";"148,40";"104,70";"97,60";"84,57";"117,84";"62,79";"88,93";"95,42";"111,45";"99,39"
"170386 CARIRI DO TOCANTINS";"74,05";"80,44";"84,65";"123,12";"112,42";"97,27";"105,74";"145,75";"105,22";"128,95";"103,44"
"170388 CARMOLANDIA";"77,51";"85,51";"56,52";"67,39";"127,17";"91,20";"60,15";"69,16";"100,82";"80,84";"79,30"
"170389 CARRASCO BONITO";"78,31";"84,08";"68,89";"73,33";"48,28";"77,38";"68,84";"89,00";"99,57";"95,11";"77,35"
"170390 CASEARA";"93,43";"97,06";"95,04";"86,84";"71,42";"90,10";"84,85";"103,07";"51,71";"87,46";"85,27"
"170410 CENTENARIO";"70,92";"65,89";"64,99";"79,21";"109,65";"143,64";"85,20";"92,66";"100,00";"95,37";"85,88"
"170460 CHAPADA DE AREIA";"86,93";"167,65";"104,95";"69,39";"81,78";"87,97";"69,11";"74,94";"99,67";"102,39";"90,17"
"170510 CHAPADA DA NATIVIDADE";"104,71";"108,50";"85,93";"90,50";"119,51";"89,73";"63,90";"54,53";"76,30";"67,35";"87,02"
"170550 COLINAS DO TOCANTINS";"69,02";"83,85";"73,83";"70,76";"108,37";"99,48";"60,94";"86,33";"83,28";"67,20";"78,77"
"170555 COMBINADO";"75,68";"92,77";"81,47";"100,77";"130,15";"126,15";"102,87";"102,20";"132,31";"89,76";"101,67"
"170560 CONCEICAO DO TOCANTINS";"80,01";"93,84";"89,12";"55,87";"81,78";"79,33";"71,55";"90,69";"109,69";"96,91";"81,93"
"170600 COUTO MAGALHAES";"72,84";"79,68";"78,97";"104,62";"130,03";"95,49";"69,42";"85,11";"84,20";"66,71";"86,06"
"170610 CRISTALANDIA";"91,12";"105,45";"91,10";"117,22";"101,67";"114,00";"59,97";"79,24";"90,87";"80,81";"91,60"
"170625 CRIXAS DO TOCANTINS";"78,02";"107,19";"110,53";"79,71";"93,00";"88,99";"68,90";"88,77";"72,64";"74,71";"84,31"
"170650 DARCINOPOLIS";"69,53";"70,42";"66,02";"73,56";"87,84";"86,27";"51,73";"61,20";"53,70";"42,57";"66,13"
"170700 DIANOPOLIS";"78,75";"77,76";"66,07";"76,68";"83,00";"82,60";"69,51";"71,33";"86,43";"93,66";"78,13"
"170710 DIVINOPOLIS DO TOCANTINS";"88,37";"92,47";"86,77";"74,64";"116,13";"163,77";"79,71";"114,52";"93,78";"96,82";"99,21"
"170720 DOIS IRMAOS DO TOCANTINS";"80,80";"106,41";"84,89";"80,41";"120,12";"133,88";"72,87";"73,84";"56,24";"96,26";"87,23"
"170730 DUERE";"68,78";"67,32";"80,31";"80,50";"70,22";"90,28";"73,41";"75,62";"97,44";"85,73";"77,49"
"170740 ESPERANTINA";"71,96";"61,69";"54,32";"70,03";"80,43";"78,76";"65,03";"82,41";"81,99";"75,89";"71,71"
"170755 FATIMA";"80,65";"94,04";"89,00";"83,87";"118,28";"112,67";"63,21";"84,93";"82,63";"69,46";"85,53"
"170765 FIGUEIROPOLIS";"74,71";"87,99";"83,00";"67,83";"82,29";"49,36";"42,56";"58,33";"47,90";"37,66";"62,04"
"170770 FILADELFIA";"81,92";"103,11";"56,68";"83,24";"57,63";"77,99";"49,65";"69,52";"79,82";"93,57";"73,60"
"170820 FORMOSO DO ARAGUAIA";"72,66";"83,44";"77,06";"59,20";"91,60";"101,89";"49,65";"64,96";"69,22";"51,85";"70,88"
"170825 FORTALEZA DO TABOCAO";"83,77";"113,18";"86,29";"64,13";"90,26";"139,94";"81,65";"79,91";"94,57";"118,26";"92,93"
"170830 GOIANORTE";"98,81";"96,23";"76,50";"78,87";"125,57";"149,30";"85,73";"91,82";"119,68";"102,59";"100,44"
"170900 GOIATINS";"56,57";"69,17";"71,75";"61,98";"53,11";"81,54";"45,20";"67,34";"75,46";"88,26";"64,99"
"170930 GUARAI";"83,76";"92,07";"83,95";"67,45";"88,87";"97,01";"45,28";"76,81";"65,80";"87,91";"76,84"
"170950 GURUPI";"68,12";"92,24";"88,98";"74,45";"86,44";"89,28";"62,70";"76,80";"78,97";"77,10";"77,98"
"170980 IPUEIRAS";"90,36";"107,78";"90,95";"84,47";"120,97";"115,81";"105,41";"113,93";"59,97";"95,22";"97,06"
"171050 ITACAJA";"74,63";"91,39";"86,93";"58,17";"112,47";"97,42";"56,60";"61,56";"89,62";"81,18";"78,91"
"171070 ITAGUATINS";"67,77";"70,41";"59,56";"84,94";"60,64";"64,19";"50,52";"69,46";"65,49";"69,99";"65,53"
"171090 ITAPIRATINS";"84,27";"130,49";"90,70";"110,71";"96,87";"169,44";"84,21";"100,88";"96,29";"98,47";"101,12"
"171110 ITAPORA DO TOCANTINS";"105,31";"103,36";"102,94";"78,71";"110,80";"103,38";"69,50";"95,36";"83,67";"76,56";"92,53"
"171150 JAU DO TOCANTINS";"85,47";"128,49";"87,45";"75,07";"93,63";"127,82";"85,53";"85,54";"77,28";"109,97";"93,12"
"171180 JUARINA";"71,68";"75,07";"67,44";"85,90";"94,96";"86,48";"66,31";"87,93";"58,05";"81,27";"76,83"
"171190 LAGOA DA CONFUSAO";"52,68";"73,36";"57,38";"67,47";"105,68";"89,74";"67,34";"92,76";"81,91";"80,47";"76,23"
"171195 LAGOA DO TOCANTINS";"78,11";"83,27";"58,83";"66,98";"94,11";"82,77";"94,46";"92,64";"81,11";"112,53";"82,84"
"171200 LAJEADO";"80,80";"94,68";"87,02";"80,31";"128,19";"106,53";"77,52";"77,68";"96,44";"99,76";"92,14"
"171215 LAVANDEIRA";"155,22";"152,78";"122,73";"112,11";"132,87";"128,93";"64,42";"109,46";"86,54";"71,16";"114,65"
"171240 LIZARDA";"85,82";"132,36";"100,66";"71,08";"95,90";"111,30";"58,48";"80,08";"96,48";"77,61";"86,93"
"171245 LUZINOPOLIS";"90,22";"81,89";"69,44";"80,00";"113,39";"83,88";"62,17";"113,16";"77,59";"109,46";"86,19"
"171250 MARIANOPOLIS DO TOCANTINS";"72,83";"80,30";"71,09";"87,91";"89,24";"105,03";"69,97";"75,76";"85,16";"85,76";"80,95"
"171270 MATEIROS";"71,59";"76,06";"91,00";"77,65";"99,63";"97,88";"65,18";"82,37";"82,73";"122,30";"84,73"
"171280 MAURILANDIA DO TOCANTINS";"89,41";"88,10";"82,35";"120,07";"89,43";"114,87";"75,25";"90,43";"123,20";"100,00";"94,75"
"171320 MIRACEMA DO TOCANTINS";"73,50";"83,76";"72,94";"67,47";"109,42";"79,14";"59,70";"74,14";"84,42";"90,65";"78,42"
"171330 MIRANORTE";"85,41";"99,04";"72,71";"89,49";"84,09";"74,05";"33,02";"82,75";"75,07";"95,25";"77,92"
"171360 MONTE DO CARMO";"75,96";"93,92";"80,33";"88,48";"70,42";"86,20";"74,69";"107,73";"103,47";"70,78";"82,97"
"171370 MONTE SANTO DO TOCANTINS";"76,00";"87,91";"80,80";"75,80";"85,78";"157,05";"65,71";"68,61";"102,26";"82,54";"83,30"
"171380 PALMEIRAS DO TOCANTINS";"90,66";"104,06";"84,68";"82,07";"73,20";"95,45";"78,72";"110,80";"76,63";"91,63";"87,57"
"171395 MURICILANDIA";"79,74";"80,47";"85,37";"75,09";"60,16";"77,74";"66,76";"79,45";"75,40";"90,08";"76,90"
"171420 NATIVIDADE";"84,13";"86,84";"59,18";"95,01";"108,83";"85,87";"86,69";"98,73";"101,85";"105,36";"90,12"
